publication_id,publication_title,publication_doi,new_name,new_is_mentioned,new_is_used,new_description,new_source,new_domain
pub.1032417256,"Agroecosystem health, agroecosystem resilience, and food security",10.1007/s13412-015-0322-0,SSURGO,true,true,Soil Survey Geographic Database providing detailed soil property maps for the United States.,Natural Resources Conservation Service (NRCS) of USDA,Soil Science/Agriculture
pub.1033456297,Unpacking an Anomaly: Analyzing the 2005–2012 Current Population Survey to Understand Why Many Emergency Food Assistance Users Report Being Food Secure,10.1080/19320248.2016.1157548,USDA Emergency Food Assistance Client Survey (2001),true,false,A one‑time survey of food‑pantry clients administered by the USDA to assess food‑security status using the 6‑item short form.,U.S. Department of Agriculture,Food Assistance Survey
pub.1033456297,Unpacking an Anomaly: Analyzing the 2005–2012 Current Population Survey to Understand Why Many Emergency Food Assistance Users Report Being Food Secure,10.1080/19320248.2016.1157548,Feeding America Client Surveys (2010 & 2014),true,false,Two cross‑sectional surveys of clients at Feeding America partner agencies assessing food‑security using the USDA 6‑item short form.,Feeding America,Food Assistance Survey
pub.1034798033,Food Insecurity and Food Resource Utilization in an Urban Immigrant Community,10.1007/s10903-015-0331-9,City Heights Core Area Survey,true,true,"Original household‑level survey of 809 respondents in the City Heights neighborhood, covering food security, resource utilization, demographics, and diet.",Researchers at University of Southern California,Public Health / Immigration
pub.1036277410,The relationship between childhood adversity and food insecurity: ‘It’s like a bird nesting in your head’,10.1017/s1368980014003036,Children's HealthWatch-Philadelphia study,true,true,"A multi‑site surveillance study of pediatric emergency department visits in Philadelphia, used here as a source of eligible families.",Children’s Hospital of Philadelphia (CHOP) emergency department surveillance program,Pediatric health / Public health surveillance
pub.1036539526,Internal validity of the Food Access Survey Tool in assessing household food insecurity in rural Zambia,10.1007/s12571-016-0573-y,Food Access Survey Tool (FAST),false,false,A 9‑item Likert scale originally developed in Bangladesh to assess household food insecurity; adapted for Zambia by changing staple crop references.,Original development cited as Coates et al. 2003; adaptation performed by the authors for this study.,Food security / nutrition
pub.1036539526,Internal validity of the Food Access Survey Tool in assessing household food insecurity in rural Zambia,10.1007/s12571-016-0573-y,Household Food Insecurity Access Scale (HFIAS),false,false,A behavior‑based scale measuring household food access.,Cited as Coates et al. 2007.,Food security / nutrition
pub.1036539526,Internal validity of the Food Access Survey Tool in assessing household food insecurity in rural Zambia,10.1007/s12571-016-0573-y,Coping Strategies Index (CSI),false,false,An index that scores household coping behaviors during food shortage.,Cited as Maxwell and Caldwell 2008.,Food security / nutrition
pub.1036539526,Internal validity of the Food Access Survey Tool in assessing household food insecurity in rural Zambia,10.1007/s12571-016-0573-y,Biofortified Maize Trial Dataset,false,false,Data from a randomized controlled trial evaluating provitamin A biofortified maize versus conventional white maize on child vitamin A status.,Trial described in Palmer et al. 2016.,Nutrition / public health intervention
pub.1038132438,Food Insecurity Among American Indians and Alaska Natives: A National Profile Using the Current Population Survey–Food Security Supplement,10.1080/19320248.2016.1227750,California Health Interview Survey,true,false,"A state‑level health interview survey that collects data on health status, access to care, and health behaviors of California residents.",UCLA Center for Health Policy Research,"Public health, health services research"
pub.1038202052,Food insecurity and food deserts,10.1097/01.npr.0000453644.36533.3a,Food Desert Locator,true,false,An online mapping tool that identifies food deserts and food outlets by census tract.,U.S. Department of Agriculture,Public health / Geography
pub.1038202052,Food insecurity and food deserts,10.1097/01.npr.0000453644.36533.3a,U.S. Census Bureau Poverty Data,true,false,Poverty statistics collected by the U.S. Census Bureau.,U.S. Census Bureau,Demography / Socioeconomics
pub.1038255161,Toward resilient food systems through increased agricultural diversity and local sourcing in the Carolinas,10.1007/s13412-015-0321-1,U.S. Census Bureau State and County Quick Facts,false,false,"A dataset providing demographic, economic, and housing information at state and county levels compiled by the United States Census Bureau.",U.S. Census Bureau 2014,Demographics/Economics
pub.1039813511,Food Insecurity and the Burden of Health-Related Social Problems in an Urban Youth Population,10.1016/j.jadohealth.2015.08.013,Youth Risk Behavior Survey,true,false,A national survey collecting data on health‑related behaviors among youth.,CDC,Public health
pub.1039813511,Food Insecurity and the Burden of Health-Related Social Problems in an Urban Youth Population,10.1016/j.jadohealth.2015.08.013,Growing Up Today Study,true,false,A longitudinal cohort study of adolescents and young adults.,,Epidemiology
pub.1039813511,Food Insecurity and the Burden of Health-Related Social Problems in an Urban Youth Population,10.1016/j.jadohealth.2015.08.013,Adolescent Longitudinal Study of Health,true,false,A longitudinal study examining health outcomes in adolescents.,,Public health
pub.1039813511,Food Insecurity and the Burden of Health-Related Social Problems in an Urban Youth Population,10.1016/j.jadohealth.2015.08.013,National Longitudinal Study of Adolescent Health (Add Health),true,false,A nationally representative longitudinal study of adolescent health.,,Epidemiology
pub.1039844976,Household Food Insecurity Is a Stronger Marker of Adequacy of Nutrient Intakes among Canadian Compared to American Youth and Adults 1–,10.3945/jn.114.208579,Canadian Nutrient File,true,true,A database of nutrient composition for foods commonly consumed in Canada.,Paper (methods),Food composition database
pub.1039844976,Household Food Insecurity Is a Stronger Marker of Adequacy of Nutrient Intakes among Canadian Compared to American Youth and Adults 1–,10.3945/jn.114.208579,Food and Nutrient Database for Dietary Surveys (FNDDS),true,true,A USDA database that links foods reported in dietary surveys to nutrient values.,Paper (methods),Food composition database
pub.1041573261,Test-Retest Reliability of the National Health and Nutrition Examination Survey's 5-Item Food Insecurity Questionnaire Completed by Fourth-Grade Children,10.1016/j.jneb.2015.06.006,South Carolina Palmetto Assessment of State Standards (SCPASS),true,true,Statewide standardized test scores for elementary and middle school students in South Carolina.,South Carolina Department of Education,Education
pub.1041904252,Supplemental Nutrition Assistance Program and food insecurity among families with children,10.1016/j.jpolmod.2016.05.003,Survey of Income and Program Participation (SIPP),true,false,"A longitudinal survey collecting data on income, program participation, and demographics.",U.S. Census Bureau,Social/Economic
pub.1041904252,Supplemental Nutrition Assistance Program and food insecurity among families with children,10.1016/j.jpolmod.2016.05.003,National Food Stamp Program Survey,true,false,Survey collecting information on food stamp program participants and outcomes.,USDA,Agricultural/Economic
pub.1042031042,Food- and Health-Related Correlates of Self-Reported Body Mass Index Among Low-Income Mothers of Young Children,10.1016/j.jneb.2015.01.004,Food Security Core Module (FSCM),true,false,An 18‑item questionnaire used by USDA to assess household food security status.,U.S. Department of Agriculture,Food Security / Nutrition
pub.1043945285,"Food Acquisition Strategies, Food Security, and Health Status among Families with Children Using Food Pantries",10.1606/1044-3894.2015.96.16,U.S. Census Bureau Current Population Reports,true,false,Annual reports providing demographic and socioeconomic data for the United States.,U.S. Census Bureau,Demography / Socio‑economic Statistics
pub.1043945285,"Food Acquisition Strategies, Food Security, and Health Status among Families with Children Using Food Pantries",10.1606/1044-3894.2015.96.16,NCHS Data Brief,true,false,Brief reports from the National Center for Health Statistics summarizing health‑related data.,National Center for Health Statistics (NCHS),Public Health / Epidemiology
pub.1044665553,"“Do You Wanna Breathe or Eat?”: Parent Perspectives on Child Health Consequences of Food Insecurity, Trade-Offs, and Toxic Stress",10.1007/s10995-015-1797-8,Children's HealthWatch (CHW) study,true,true,A multi‑site longitudinal study examining how public assistance programs and economic hardships affect the well‑being of young children and their caregivers.,,Public health / Child health
pub.1044764715,Analyzing the Role of Community and Individual Factors in Food Insecurity: Identifying Diverse Barriers Across Clustered Community Members,10.1007/s10900-016-0171-0,Community food security assessment survey (Pueblo County),true,true,"Primary data collected by the authors consisting of a questionnaire administered to 684 Pueblo County residents and three focus groups, covering food‑security, transportation, and demographic variables.","Pueblo City‑County Health Department, Colorado State University Extension, Colorado Agricultural Experiment Station, WPM Consulting LLC",Public health / Food security
pub.1045618665,The Role of the Supplemental Nutrition Assistance Program in the Relationship Between Food Insecurity and Probability of Maternal Depression,10.1080/19320248.2015.1045672,Fragile Families and Child Wellbeing Study,true,true,"A longitudinal cohort study that follows families from birth onward, collecting data on child and family outcomes.",Fragile Families and Child Wellbeing Study data repository,Social science / Family studies
