publication_id,publication_title,publication_doi,new_name,new_confidence_score_mention,new_confidence_score_use,new_description,new_source,new_domain
pub.1021412824,"Latino Mothers' Cumulative Food Insecurity Exposure and Child Body Composition",10.5993/ajhb.40.1.10,"La Salud de Mamá y Niños Study Dataset",9,9,"A primary dataset collected by the authors from 96 low‑income Hispanic mother‑child dyads in Houston, including anthropometric measurements, questionnaire responses on past and current food insecurity, and demographic information.","University of Houston; community centers in Houston, Texas","Public Health / Nutrition / Obesity research"
pub.1022857154,"Food security as resilience: reconciling definition and measurement",10.1111/agec.12305,"Northern Kenya Household Panel Dataset",9,9,"A longitudinal household survey covering 924 households in Marsabit (now County) in northern Kenya, collected annually from 2009‑2013 with detailed livelihood, livestock, expenditure, consumption, demographic, and child anthropometry variables.","International Livestock Research Institute (ILRI)","Agricultural economics / Food security"
pub.1022857154,"Food security as resilience: reconciling definition and measurement",10.1111/agec.12305,"Index‑Based Livestock Insurance (IBLI) Marsabit Household Survey",8,2,"A household survey linked to the Index‑Based Livestock Insurance program, covering multiple rounds (1‑5) in Marsabit region, with a codebook released in 2016.","International Livestock Research Institute (ILRI) Datasets Portal","Livestock insurance / Agricultural economics"
pub.1023050170,"Exploring Long-term Food Pantry Use: Differences Between Persistent and Prolonged Typologies of Use",10.1080/19320248.2016.1157554,"Household Food Security Survey Module (HFSSM)",9,9,"A validated questionnaire consisting of six items that assesses household food insecurity status, derived from the USDA’s full Household Food Security Survey Module.","USDA (U.S. Department of Agriculture)","Food security / Nutrition"
pub.1023565273,"Food security among young adults with disabilities in the United States: Findings from the National Health Interview Survey",10.1016/j.dhjo.2015.10.003,"National Health Interview Survey",9,9,"A nationally representative annual household survey conducted by the U.S. CDC collecting health behaviors, conditions, and health care utilization.","U.S. Center for Disease Control and Prevention (CDC)","Health / Public Health Survey"
pub.1023565273,"Food security among young adults with disabilities in the United States: Findings from the National Health Interview Survey",10.1016/j.dhjo.2015.10.003,"National Health and Nutrition Examination Survey",8,2,"A nationally representative survey that combines interviews and physical examinations to assess health and nutrition status of U.S. residents.","U.S. National Center for Health Statistics","Health / Nutrition Survey"
pub.1023565273,"Food security among young adults with disabilities in the United States: Findings from the National Health Interview Survey",10.1016/j.dhjo.2015.10.003,"National Longitudinal Transition Study‑2 (NLTS2)",7,2,"Longitudinal study tracking youth with disabilities as they transition to adulthood.","","Education / Disability Transition"
pub.1023565273,"Food security among young adults with disabilities in the United States: Findings from the National Health Interview Survey",10.1016/j.dhjo.2015.10.003,"Current Population Survey (CPS)",6,2,"A monthly survey of U.S. households conducted by the Census Bureau to collect labor market data.","","Labor/Economic Survey"
pub.1023565273,"Food security among young adults with disabilities in the United States: Findings from the National Health Interview Survey",10.1016/j.dhjo.2015.10.003,"American Community Survey (ACS)",6,2,"An ongoing survey that provides detailed demographic, social, economic, and housing data annually.","","Demographic Survey"
pub.1023934131,"Unemployment and household food hardship in the economic recession",10.1017/s1368980015001603,"Survey of Income and Program Participation (SIPP)",9,9,"A longitudinal household survey operated by the US Census Bureau that collects information on income, employment, food security, and other socioeconomic variables across multiple waves.","US Census Bureau","Socio‑economic / Labor economics / Food insecurity"
pub.1023934131,"Unemployment and household food hardship in the economic recession",10.1017/s1368980015001603,"US Department of Agriculture 18‑item Food Security Scale",8,3,"A standardized questionnaire developed by USDA to assess household food security status; includes 18 items, with the study using five of them.","US Department of Agriculture (Economic Research Service)","Nutrition / Food insecurity assessment"
pub.1023934131,"Unemployment and household food hardship in the economic recession",10.1017/s1368980015001603,"National Health and Nutrition Examination Survey (NHANES)",7,2,"A nationally representative survey of health and nutrition status in the US population, combining interviews and physical examinations.","National Center for Health Statistics (CDC)","Health / Nutrition"
pub.1025827545,"Prevalence of food insecurity among military households with children 5 years of age and younger",10.1017/s1368980016000422,"National Health and Nutrition Examination Survey (NHANES)",8,2,"A large, nationally representative survey of health and nutrition status in the US population conducted by the CDC/NCHS.","Centers for Disease Control and Prevention (CDC) / National Center for Health Statistics","Public health / epidemiology"
pub.1025827545,"Prevalence of food insecurity among military households with children 5 years of age and younger",10.1017/s1368980016000422,"Household Food Security Survey Module (HFSSM) – six‑item short form",9,9,"A validated questionnaire developed by the US Department of Agriculture to assess household food insecurity; the six‑item version is a shortened, reliable instrument for measuring food security in households with children.","US Department of Agriculture (USDA)","Public health / nutrition"
pub.1025906016,"Food insecurity and dietary intake among US youth, 2007–2010",10.1111/ijpo.12044,"National Health and Nutrition Examination Survey (NHANES)",10,10,"A nationally representative cross‑sectional survey of health and nutrition status in the U.S., including interview, physical examination, and dietary recall data.","U.S. Centers for Disease Control and Prevention (CDC) – National Center for Health Statistics","Public health / Nutrition epidemiology"
pub.1025906016,"Food insecurity and dietary intake among US youth, 2007–2010",10.1111/ijpo.12044,"Food Patterns Equivalent Database (FPED)",9,8,"A USDA database that translates foods reported in dietary surveys into standardized food pattern equivalents for nutrition analysis.","U.S. Department of Agriculture, Food Surveys Research Group","Nutrition / Dietary assessment"
pub.1025906016,"Food insecurity and dietary intake among US youth, 2007–2010",10.1111/ijpo.12044,"Food and Nutrient Database for Dietary Studies (FNDDS)",9,8,"A USDA database providing detailed nutrient composition for foods consumed in dietary surveys.","U.S. Department of Agriculture, Food Surveys Research Group","Nutrition / Dietary data"
pub.1026927710,"Food insecurity and dyslipidemia in a representative population-based sample in the US",10.1016/j.ypmed.2015.05.009,"National Health and Nutrition Examination Survey (NHANES)",9,2,"A nationally representative survey of US residents that includes health examinations and questionnaires; here referenced for its food security module.","NHANES 2008 data collection.","Public health / nutrition"
pub.1026927710,"Food insecurity and dyslipidemia in a representative population-based sample in the US",10.1016/j.ypmed.2015.05.009,"Survey of the Health of Wisconsin (SHOW)",9,9.5,"A cross‑sectional, probability‑based cohort of Wisconsin adult residents collected between 2008‑2011, including in‑home interviews, self‑administered questionnaires, and clinic examinations with serum lipid measurements.","University of Wisconsin‑Madison Health Sciences Institutional Review Board; funded by Wisconsin Partnership Program PERC Award and NIH Clinical and Translational Science Award.","Public health / epidemiology"
pub.1026927710,"Food insecurity and dyslipidemia in a representative population-based sample in the US",10.1016/j.ypmed.2015.05.009,"Atherosclerosis Risk in Communities (ARIC) Study",8,2,"A longitudinal cohort study investigating cardiovascular disease risk factors across multiple US communities.","ARIC Study publications cited in the reference list.","Epidemiology / cardiology"
